INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,ZIP_CODE,CENSUS_TRACT,BIN,NTA,LOCATION
148 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021740070,3/6/2018,Open,Site to be cleaned.,,1004820,253074,40.861281,-73.925635,10040,285,1064177,Washington Heights North,"(40.861281, -73.925635)"
210 TROUTMAN STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031860108,3/1/2018,Open,Site to be cleaned.,,1004400,195048,40.702016,-73.927328,11237,427,3412953,Bushwick North,"(40.702016, -73.927328)"
4116 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009220038,3/1/2018,Open,Site to be cleaned.,,984631,174638,40.646018,-73.998627,11232,92,3018183,Sunset Park East,"(40.646018, -73.998627)"
141-57 NORTHERN BOULEVARD,QUEENS,07 QUEENS,Precinct 109,20,4050020074,2/27/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1032580,217820,40.76441,-73.825531,11354,1161,4113179,Flushing,"(40.76441, -73.825531)"
northwest corner of east 87 street and avenue b,BROOKLYN,01 BROOKLYN,Unspecified,,,2/26/2018,Open,Property Research Required,,,,,,,,,,
645 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008790006,2/26/2018,Open,Site downloaded for cleaning,,986496,180750,40.662794,-73.991904,11215,143,3017071,Park Slope-Gowanus,"(40.662794, -73.991904)"
1167 LENNOX ROAD,BROOKLYN,17 BROOKLYN,Precinct 67,41,3046520039,2/23/2018,Open,Site downloaded for cleaning,,1007114,179725,40.659951,-73.917592,11212,890,3101284,Rugby-Remsen Village,"(40.659951, -73.917592)"
592 JOHNSON AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3029950016,2/20/2018,Open,Site downloaded for cleaning,,1005119,197581,40.708967,-73.924727,11237,453,3070630,Bushwick North,"(40.708967, -73.924727)"
1500 ST JOHNS PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,41,3013850036,2/19/2018,Open,Site downloaded for cleaning,,1004035,183547,40.670449,-73.928678,11213,349,3037118,Crown Heights North,"(40.670449, -73.928678)"
4415 8 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38,3007420004,2/16/2018,Open,Site downloaded for cleaning,,984153,174024,40.644333,-74.00035,11220,94,3011413,Sunset Park East,"(40.644333, -74.00035)"
6208 11 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,38,3057300040,2/15/2018,Open,Site downloaded for cleaning,,983066,168895,40.630255,-74.004266,11219,212,3141489,Dyker Heights,"(40.630255, -74.004266)"
4825 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007750001,2/14/2018,Open,Site downloaded for cleaning,,981660,174647,40.646042,-74.009333,11220,98,3012632,Sunset Park East,"(40.646042, -74.009333)"
217 EAST  188 STREET,BRONX,05 BRONX,Precinct 46,15,2031530037,2/14/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1012709,253050,40.861193,-73.897115,10458,23702,2013605,Bedford Park-Fordham North,"(40.861193, -73.897115)"
210 SHERMAN AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1022260029,2/14/2018,Open,Site downloaded for cleaning,,1006142,254609,40.865491,-73.920851,10034,293,1078953,Marble Hill-Inwood,"(40.865491, -73.920851)"
888 FOUNTAIN AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3045860300,2/13/2018,Open,Site downloaded for cleaning,,1021871,178565,40.656717,-73.86441,11208,1070,3327531,East New York,"(40.656717, -73.86441)"
2600 VETERANS ROAD WEST,STATEN ISLAND,03 STATEN ISLAND,Precinct 123,51,5073650001,2/12/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,921774,133680,40.533376,-74.224755,10309,226,5086844,Charleston-Richmond Valley-Tottenville,"(40.533376, -74.224755)"
350 37 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007000022,2/12/2018,Open,Site downloaded for cleaning,,982598,177660,40.654312,-74.005954,11232,84,3010387,Sunset Park West,"(40.654312, -74.005954)"
9801 AVENUE D,BROOKLYN,18 BROOKLYN,Precinct 69,42,3036500001,2/10/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1010162,176301,40.650545,-73.906619,11236,1098,3083089,East New York,"(40.650545, -73.906619)"
738 CONEY ISLAND AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,40,3053780036,2/8/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,992887,172288,40.639563,-73.968879,11218,492,3328434,Kensington-Ocean Parkway,"(40.639563, -73.968879)"
305 7 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3010880080,2/5/2018,Open,Site to be cleaned.,,989535,182513,40.667631,-73.980949,11215,153,3025809,Park Slope-Gowanus,"(40.667631, -73.980949)"
53-66 61 STREET,QUEENS,05 QUEENS,Precinct 104,30,4023650001,2/3/2018,Open,Site downloaded for cleaning,,1010844,204815,40.728807,-73.904049,11378,515,4054281,Maspeth,"(40.728807, -73.904049)"
597 FLATBUSH AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3050340001,2/2/2018,Open,Site downloaded for cleaning,,995206,179319,40.658859,-73.960512,11225,79801,3115044,Prospect Lefferts Gardens-Wingate,"(40.658859, -73.960512)"
2444 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068650043,2/2/2018,Open,Site downloaded for cleaning,,987482,157368,40.598615,-73.988362,11214,300,3185589,Bensonhurst East,"(40.598615, -73.988362)"
925 MCDONALD AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,44,3054080059,1/30/2018,Open,Site downloaded for cleaning,,990549,169367,40.631548,-73.977306,11218,478,3127550,Borough Park,"(40.631548, -73.977306)"
427 WEST   26 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3,1007240015,1/30/2018,Open,Public Property (Non-City),,983840,212178,40.749056,-74.00148,10001,97,1012828,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.749056, -74.00148)"
202 SACKETT STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3003370017,1/28/2018,Open,Site to be cleaned.,,984278,188576,40.684275,-73.999899,11231,63,3343166,Carroll Gardens-Columbia Street-Red Hook,"(40.684275, -73.999899)"
45 EMERSON PLACE,BROOKLYN,02 BROOKLYN,Precinct 88,33,,1/26/2018,Open,Property Research Required,,994604,192936,40.696236,-73.962661,11205,191,,Clinton Hill,"(40.696236, -73.962661)"
434 MC DONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053320055,1/24/2018,Open,Site to be cleaned.,,989903,173804,40.643727,-73.97963,11218,496,3124480,Kensington-Ocean Parkway,"(40.643727, -73.97963)"
361 CRESCENT STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041690007,1/24/2018,Open,Site to be cleaned.,,1019989,187058,40.680036,-73.871148,11208,1190,3093498,Cypress Hills-City Line,"(40.680036, -73.871148)"
121 MCKINLEY AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041640038,1/24/2018,Open,Site to be cleaned.,,1019906,186860,40.679493,-73.871448,11208,1190,3093357,Cypress Hills-City Line,"(40.679493, -73.871448)"
55 CHURCH AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053140036,1/24/2018,Open,Site downloaded for cleaning,,989490,173212,40.642102,-73.981119,11218,496,3123969,Kensington-Ocean Parkway,"(40.642102, -73.981119)"
12 AVENUE U,BROOKLYN,13 BROOKLYN,Precinct 60,47,3071130001,1/22/2018,Open,Site downloaded for cleaning,,988529,156312,40.595716,-73.984592,11223,402,3256868,Bensonhurst East,"(40.595716, -73.984592)"
650 SIXTH AVENUE,MANHATTAN,05 MANHATTAN,Precinct 13,3,1008217503,1/22/2018,Open,Site downloaded for cleaning,,985836,209190,40.740855,-73.994277,10011,54,1015487,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.740855, -73.994277)"
289 SMITH STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3004290007,1/22/2018,Open,Site downloaded for cleaning,,986024,187775,40.682076,-73.993604,11231,75,3007058,Carroll Gardens-Columbia Street-Red Hook,"(40.682076, -73.993604)"
838 BROADWAY,BROOKLYN,03 BROOKLYN,Precinct 81,36,3015790031,1/22/2018,Open,Site downloaded for cleaning,,1001127,194002,40.699152,-73.939135,11206,28501,3042843,Bushwick South,"(40.699152, -73.939135)"
237 ELDRIDGE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1,1004220060,1/21/2018,Open,Site downloaded for cleaning,,987091,202505,40.722506,-73.989751,10002,3601,1005623,Chinatown,"(40.722506, -73.989751)"
4210 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007220038,1/19/2018,Open,Site downloaded for cleaning,,981457,176834,40.652045,-74.010066,11232,2,3010799,Sunset Park West,"(40.652045, -74.010066)"
2430 DAVIDSON AVENUE,BRONX,07 BRONX,Precinct 52,14,2031990076,1/19/2018,Open,Site downloaded for cleaning,,1011160,253399,40.862156,-73.902714,10468,253,2014325,Kingsbridge Heights,"(40.862156, -73.902714)"
714 AVENUE U,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071340006,1/17/2018,Open,Site downloaded for cleaning,,994293,157149,40.598009,-73.963836,11223,392,3193088,Homecrest,"(40.598009, -73.963836)"
274 SMITH STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3004210040,1/17/2018,Open,Site downloaded for cleaning,,986101,187938,40.682523,-73.993326,11231,75,3006842,Carroll Gardens-Columbia Street-Red Hook,"(40.682523, -73.993326)"
301 WEST  146 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9,1020450029,1/17/2018,Open,Site downloaded for cleaning,,1000421,239334,40.823578,-73.941572,10039,259,1060810,Central Harlem North-Polo Grounds,"(40.823578, -73.941572)"
1403 45 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,44,3056120001,1/12/2018,Open,Site downloaded for cleaning,,987798,170889,40.635727,-73.987217,11219,232,3136508,Borough Park,"(40.635727, -73.987217)"
84 CLINTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1,1003480045,1/11/2018,Open,Site downloaded for cleaning,,988333,201108,40.718671,-73.985271,10002,1402,1004198,Lower East Side,"(40.718671, -73.985271)"
47 MADISON AVENUE,MANHATTAN,05 MANHATTAN,Precinct 13,2,1008560024,1/10/2018,Open,Site downloaded for cleaning,,987996,209941,40.742916,-73.986482,10010,56,1016880,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.742916, -73.986482)"
1689 UNIVERSITY AVENUE,BRONX,05 BRONX,Precinct 46,14,2028780100,1/8/2018,Open,Site downloaded for cleaning,,1007017,248557,40.848258,-73.918522,10453,21501,2009005,University Heights-Morris Heights,"(40.848258, -73.918522)"
353 GRAND STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1,1003100019,3/9/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,987200,200414,40.716767,-73.989358,10002,16,1004033,Chinatown,"(40.716767, -73.989358)"
1324 GRAVESEND NECK ROAD,BROOKLYN,15 BROOKLYN,Precinct 61,48,3073980090,3/9/2018,Open,Site to be cleaned.,,996146,155871,40.594498,-73.957165,11229,584,3201818,Homecrest,"(40.594498, -73.957165)"
1743 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,43,3063430064,3/9/2018,Open,Site to be cleaned.,,983246,160733,40.607852,-74.003616,11214,178,3165745,Bath Beach,"(40.607852, -74.003616)"
148 WEST   37 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3,1008120069,2/26/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,987509,213420,40.752465,-73.988237,10018,109,1015249,Midtown-Midtown South,"(40.752465, -73.988237)"
35-20 9 STREET,QUEENS,01 QUEENS,Precinct 114,26,4003280033,2/25/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1000633,217234,40.762919,-73.94086,11106,39,4535371,Queensbridge-Ravenswood-Long Island City,"(40.762919, -73.94086)"
225 55 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008210069,2/21/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,978939,174589,40.645882,-74.019138,11220,22,3014521,Sunset Park West,"(40.645882, -74.019138)"
344 DEVOE STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3029240016,2/19/2018,Open,Site downloaded for cleaning,,1001885,199328,40.713769,-73.936387,11211,481,3332344,East Williamsburg,"(40.713769, -73.936387)"
1734 TOWNSEND AVENUE,BRONX,05 BRONX,Precinct 46,14,2028490064,2/18/2018,Open,Site downloaded for cleaning,,1008668,247847,40.846924,-73.911743,10453,22701,2008197,Mount Hope,"(40.846924, -73.911743)"
5701 FORT HAMILTON PARKWAY,BROOKLYN,12 BROOKLYN,Precinct 66,38,3056950007,2/15/2018,Open,Site downloaded for cleaning,,983281,170428,40.634462,-74.003491,11219,216,3140281,Borough Park,"(40.634462, -74.003491)"
91-01 96 STREET,QUEENS,09 QUEENS,Precinct 102,32,4089930001,2/13/2018,Open,Site downloaded for cleaning,,1026429,190830,40.690361,-73.847905,11421,30,4186580,Woodhaven,"(40.690361, -73.847905)"
142 HAMILTON PLACE,MANHATTAN,09 MANHATTAN,Precinct 30,7,1020750026,2/13/2018,Open,Site downloaded for cleaning,,998485,239598,40.824306,-73.948566,10031,229,1061887,Hamilton Heights,"(40.824306, -73.948566)"
415 OCEAN AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,,2/2/2018,Open,Property Research Required,,994933,177081,40.652717,-73.9615,11226,50803,,Flatbush,"(40.652717, -73.9615)"
740 CLARKSON AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,41,3048510001,2/2/2018,Open,Site to be cleaned.,,1002437,178418,40.656375,-73.934452,11203,870,3108020,East Flatbush-Farragut,"(40.656375, -73.934452)"
66-01 MYRTLE AVENUE,QUEENS,05 QUEENS,Precinct 104,30,4036780039,2/1/2018,Open,Site downloaded for cleaning,,1015224,194811,40.701334,-73.888291,11385,577,4089337,Glendale,"(40.701334, -73.888291)"
394 KINGS HIGHWAY,BROOKLYN,11 BROOKLYN,Precinct 62,44,3066780071,1/31/2018,Open,Site to be cleaned.,,991018,159537,40.604566,-73.975626,11223,412,3178348,Bensonhurst East,"(40.604566, -73.975626)"
5918 18 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3055110045,1/30/2018,Open,Site downloaded for cleaning,,987903,166054,40.622456,-73.986841,11204,244,3131789,Borough Park,"(40.622456, -73.986841)"
1790 NOSTRAND AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,45,3051950025,1/30/2018,Open,Site downloaded for cleaning,,998499,173239,40.642166,-73.948656,11226,828,3120037,Erasmus,"(40.642166, -73.948656)"
163 TOMPKINS AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017680004,1/26/2018,Open,Site to be cleaned.,,999231,192044,40.693781,-73.945977,11206,261,3049147,Bedford,"(40.693781, -73.945977)"
249 DEKALB AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3020920063,1/26/2018,Open,Site downloaded for cleaning,,992775,190475,40.689483,-73.96926,11205,183,3058584,Fort Greene,"(40.689483, -73.96926)"
2650 PARK AVENUE,BRONX,01 BRONX,Precinct 40,8,2023400113,1/26/2018,Open,Site to be cleaned.,,1004275,236101,40.814696,-73.927656,10451,51,2000981,Mott Haven-Port Morris,"(40.814696, -73.927656)"
572 ROGERS AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3050430054,1/25/2018,Open,Site downloaded for cleaning,,997221,178963,40.65788,-73.95325,11225,802,3115575,Prospect Lefferts Gardens-Wingate,"(40.65788, -73.95325)"
180 TOMPKINS AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017710044,1/25/2018,Open,Site downloaded for cleaning,,999272,191734,40.69293,-73.94583,11206,261,3049339,Bedford,"(40.69293, -73.94583)"
229 TOMPKINS AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017860004,1/25/2018,Open,Site downloaded for cleaning,,999374,191100,40.691189,-73.945463,11216,261,3049811,Bedford,"(40.691189, -73.945463)"
335 CENTRAL AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033240001,1/19/2018,Open,Site downloaded for cleaning,,1006669,192375,40.694674,-73.919153,11221,417,3076115,Bushwick South,"(40.694674, -73.919153)"
39010 3 Avenue,BROOKLYN,01 BROOKLYN,Unspecified,,,1/19/2018,Open,Property Research Required,,,,,,,,,,
1975 DAVIDSON AVENUE,BRONX,05 BRONX,Precinct 46,14,2028700061,1/18/2018,Open,Site downloaded for cleaning,,1009186,249820,40.852338,-73.909864,10453,243,2008637,University Heights-Morris Heights,"(40.852338, -73.909864)"
108-15 ROOSEVELT AVENUE,QUEENS,03 QUEENS,Precinct 115,21,4017800079,1/17/2018,Open,Site downloaded for cleaning,,1023506,212866,40.750858,-73.858317,11368,401,4044847,North Corona,"(40.750858, -73.858317)"
58 SCOTT AVENUE,STATEN ISLAND,02 STATEN ISLAND,Precinct 122,50,5033940063,1/16/2018,Open,Site downloaded for cleaning,,962068,154995,40.592074,-74.079869,10305,70,5135783,Old Town-Dongan Hills-South Beach,"(40.592074, -74.079869)"
1528 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 30,7,1019880106,1/16/2018,Open,Site downloaded for cleaning,,997535,237752,40.81924,-73.952002,10031,22301,1059797,Manhattanville,"(40.81924, -73.952002)"
1155 COMMERCE AVENUE,BRONX,09 BRONX,Precinct 43,13,2038400023,1/16/2018,Open,Site downloaded for cleaning,,1027756,242626,40.832521,-73.842785,10462,96,2094891,Westchester-Unionport,"(40.832521, -73.842785)"
1102 EAST   92 STREET,BROOKLYN,18 BROOKLYN,Precinct 69,46,3081790076,1/16/2018,Open,Site downloaded for cleaning,,1010296,173334,40.6424,-73.906147,11236,964,3229538,Canarsie,"(40.6424, -73.906147)"
26-05 23 AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4008560102,1/15/2018,Open,Site downloaded for cleaning,,1007573,222166,40.77644,-73.91579,11105,101,4018272,Steinway,"(40.77644, -73.91579)"
1452 WESTCHESTER AVENUE,BRONX,09 BRONX,Precinct 43,17,2037360042,1/10/2018,Open,Site downloaded for cleaning,,1016852,241085,40.828338,-73.882196,10472,52,2023722,Soundview-Bruckner,"(40.828338, -73.882196)"
144 EAST BROADWAY,MANHATTAN,03 MANHATTAN,Precinct 7,1,1002830063,1/9/2018,Open,Site downloaded for cleaning,,986688,199397,40.713975,-73.991206,10002,6,1003590,Lower East Side,"(40.713975, -73.991206)"
147 EAST BROADWAY,MANHATTAN,03 MANHATTAN,Precinct 7,1,1002830031,1/9/2018,Open,Site downloaded for cleaning,,986721,199394,40.713967,-73.991087,10002,6,1003571,Lower East Side,"(40.713967, -73.991087)"
454 EAST TREMONT AVENUE,BRONX,06 BRONX,Precinct 48,15,2029090019,1/8/2018,Open,Site downloaded for cleaning,,1012279,247932,40.847147,-73.898691,10457,395,2009534,Claremont-Bathgate,"(40.847147, -73.898691)"
8686 BAY   16 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,43,3064000065,3/15/2018,Open,Site to be cleaned.,,982594,160196,40.606377,-74.005964,11214,178,3167669,Bath Beach,"(40.606377, -74.005964)"
256 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1022190041,3/12/2018,Open,Site to be cleaned.,,1006280,253788,40.863237,-73.920355,10034,293,1064743,Marble Hill-Inwood,"(40.863237, -73.920355)"
1015 PACIFIC STREET,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011250069,3/11/2018,Open,Site to be cleaned.,,995312,186797,40.679385,-73.960118,11238,305,3027554,Crown Heights North,"(40.679385, -73.960118)"
155 RIVINGTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1,1003480017,3/9/2018,Open,Site to be cleaned.,,988270,201302,40.719204,-73.985498,10002,1402,1004174,Lower East Side,"(40.719204, -73.985498)"
15 WEST   43 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,4,1012590025,3/7/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,989460,214163,40.754503,-73.981195,10036,96,1034207,Midtown-Midtown South,"(40.754503, -73.981195)"
212 TROUTMAN STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031860109,3/1/2018,Open,Site to be cleaned.,,1004410,195061,40.702051,-73.927292,11237,427,3412954,Bushwick North,"(40.702051, -73.927292)"
900 HOE AVENUE,BRONX,02 BRONX,Precinct 41,17,2027460001,3/1/2018,Open,Site to be cleaned.,,1014626,238528,40.821328,-73.890251,10459,119,2006072,Hunts Point,"(40.821328, -73.890251)"
6931 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058720001,2/26/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,976991,170778,40.63542,-74.026154,11209,68,3145662,Bay Ridge,"(40.63542, -74.026154)"
71 CLINTON HOUSES,MANHATTAN,11 MANHATTAN,Precinct 23,8,1016360001,2/23/2018,Open,Public Property (Non-City),,999364,228850,40.794804,-73.945414,10029,172,1000000,East Harlem South,"(40.794804, -73.945414)"
2259 RICHMOND AVENUE,STATEN ISLAND,02 STATEN ISLAND,Precinct 121,51,5023800080,2/23/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,938804,155103,40.592282,-74.163635,10314,27706,5107372,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.592282, -74.163635)"
5502 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008290033,2/21/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,979368,174193,40.644795,-74.017592,11220,22,3014867,Sunset Park West,"(40.644795, -74.017592)"
105 ATTORNEY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1,1003480055,2/18/2018,Open,Site downloaded for cleaning,,988575,201057,40.718531,-73.984398,10002,1402,1004205,Lower East Side,"(40.718531, -73.984398)"
2802 BEVERLY ROAD,BROOKLYN,17 BROOKLYN,Precinct 67,45,3051720101,2/15/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,997928,174277,40.645016,-73.950712,11226,826,3347376,Erasmus,"(40.645016, -73.950712)"
414 EAST   95 STREET,BROOKLYN,17 BROOKLYN,Precinct 67,41,3046690068,2/14/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1006863,178675,40.65707,-73.9185,11212,886,3101849,Rugby-Remsen Village,"(40.65707, -73.9185)"
308 7 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3010000047,2/14/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,989541,182533,40.667686,-73.980928,11215,153,3021974,Park Slope-Gowanus,"(40.667686, -73.980928)"
1723 EAST NEW YORK AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,37,3014440029,2/13/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1010658,185187,40.674933,-73.904797,11212,36502,3038823,Ocean Hill,"(40.674933, -73.904797)"
98 7 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,3,1007650041,2/11/2018,Open,Site downloaded for cleaning,,984585,208802,40.73979,-73.998791,10011,81,1013776,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.73979, -73.998791)"
37-17 UNION STREET,QUEENS,07 QUEENS,Precinct 109,20,4050110004,2/8/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1032063,217021,40.76222,-73.827404,11354,865,4113346,Flushing,"(40.76222, -73.827404)"
22-28 154 STREET,QUEENS,07 QUEENS,Precinct 109,19,4047110075,2/4/2018,Open,Site downloaded for cleaning,,1037096,222765,40.777957,-73.80919,11357,1033,4107052,Whitestone,"(40.777957, -73.80919)"
